review_score,review_content
3,apesar de ingnua para padr contemporneo esta comdia ainda funciona graa ao carisma jovial de cruis
4,involv entertain
4,classic welcom stardom mr cruis
4,classic cruis brief highlight go
3,mildli divert wildli overrr
3,good 80 teen movi suitabl soundtrack loveabl cruis display hi new found starri confid
2,capitalist wet dream one long sinc woken scream
4,writer director paul brickman ha hone sharp satir american go get
4,director name rowdi need know thi redneck rampag yee ha
3,road hous rootin tootin moo vee makin best hat work one two huge explos movi bar fight
2,forgett fist fling fabl ridicul raucou relev swayz flex hi movi muscl needlessli thi dingi disjoint drama
1,hate thi movi teen seen sinc
1.5,road hous tri hard macho becom parodi
4,road hous mother stop sign channel surfer everywher
2,swayz part requir mere show hi muscl dexter gazzara trap hi hopelessli evil caricatur leav sam elliott limit role provid film onli real charm
3.5,swayz kick seriou
4,immens enjoy slice romanticis fisticuff thi western everi respect except stetson six gun
1,pointless mean spirited excess violent perhap worst plain dumb
3,thi glorious brainless modern day western treat start finish possibl one onli time bouncer ever get full hollywood hero treatment
4,girl gun good old fashion fisticuff miss thi like smack chop
2,bouncer tame bar 80 classic sex violenc drink
0,nadir histori disney anim simpli disgrac
2,one disney better anim effort lack majesti earlier work
3,visual style charmingli convent gentli reassur donald duck cartoon sometim romant pretti old silli symphoni
4,like mani old classic fun revisit kid
4,fox bow arrow could better
4.5,idea techno capitalist world act like decent human mean mechan whole chunk shut emot despair
3,ultraviol sci fi meet goal
5,smart satir nefari viciou thi easili one finest sci fi flick 1980
5,ultra violent cyberpunk comic book come life kurtwood smith serv one delici nasti villain movi histori
4,great sci fi action gori satir thrill
3,sort amus smart alecki way
4,robocop action buff dream larger life robot inexor villain cartoonish templat jaw drop special effect
3.5,graphic violent sci fi action especi uncut version verhoeven trademark dement sen humor scene ed 209 blow away
4.5,25 year old flick still feel wa made tomorrow
5,verhoeven scabrou dissect american social issu trashi sitcom cultur corpor greed make thi comic book opu subvers thought provok edg seat treat
4,sardon perfectli realis depict mayhem fuell near futur
5,punk rock lovin fiend love ramon
2.5,piti bit care flair could realli sweet littl movi
3.5,ramon make ringo starr look like alec guin
3.5,like rock n roll high school wa pioneer brilliant cinema brilliant littl piec work within framework
3,may never see teen comedi school explod movi still consid essenti good heart
5,memor combin tortur gym workout run street philadelphia carcass beat abattoir combin beauti balboa train eat lightn crap thunder
4,look past sequel see someth special sylvest stallon box classic
5,stallon perfect ultim box flick
5,ay yo thi movi like rock yo
4,suffer age somewhat somewhat like mr balboa day still wallop
5,guy movi mega classic realli gotten better age
4,better film made world sport mani rocki sport movi
4,dunc fight contagi likabl american
4,thi realli sli movi slug hi way heartfelt perform deliv crack punch liter emot
5,stallon prove given right materi act best hi turn rocki balboa onli best perform year also one best perform histori silver screen
4,sli best pic winner set underdog hero standard
5,sli droopi eye hangdog underdog carri rocki tale transform oil paint blue eye hero suppos make make u instantli connect
4,thi tripl oscar win box drama shot genuin impass commit born fact sylvest stallon realis thi wa hi best hope stardom
5,script dazzl wonder one liner moment real charm
3.5,zeffirelli romeo juliet best version film
4,still best adapt shakespear popular effort
3,stapl lazi high school english teacher everywher
5,best screen adapt shakespear wonder romanc
3.5,franco zeffirelli rendit shakespear classic tragic love stori get slow rocki start eventu take hold onc titular lead take
4,excess wail ill fate coupl suffer manner set back made want turn knee give someth cri
3,cheesi best perfect school shakespear
5,wonder littl matur kid
4,high mind live heartbreakingli beauti actor show shot kind honeycomb sunglow light
3,set tight stagey everi corner decor baroqu lush everi shot frame velvet curtain silveri branch dialogu cage ani attempt natur
3,italian locat look gloriou nino rota godfath contribut one hi finest score
4,thi le unpreced natur screen shakespear part parcel whi film work well whi wa huge success 1968
4,nina rota music outstand scene romeo juliet wed rota haunt score close medium shot creat huge patho lover
5,mayb ultim christma tv special
5,one beauti heartfelt holiday program ever air broadcast televis
4,holiday must watch kid scare silli abomin snowman wa
4,parent doubt memori thi delight film first air 1964 childhood watch without appreci simplic pre comput anim world
2,weak f offer
2,mr crichton ha much better feel film gadget human player
4,fun sci fi romp absolut classic turn gene simmon villain coulda done without extend make scene end credit
3,sci fi fun alway solid selleck
3,crystal hine great doubl act laugh aplenti
3,relentlessli compet tb saturday afternoon kind way
3,pre lethal weapon mid 80 buddi flick befor
3,breezili entertain buddi cop movi much cutesi shtick good gregori hine ok billi crystal never believ chicago cop
4,earli hitchcock soundi still stylish still grab
4,tell happen would cheat mr hitchcock hi reward warn may expect way hitchcock melodrama unexpect
3,sabrina intellig mildli entertain also ran
4,abund charm humour
5,skip harrison ford remak go straight thi origin classic
4,semi classic semi liter
4,bogey hepburn classic
2.5,odd wilder script lack sharp balanc love air
5,perfect souffl movi borrow apt phrase ian anderson breath champagn sparkl night
5,ignor critic say thi one billi wilder minor work major movi masterpiec romant comedi still look fresh daisi
4,lesser film put big classic billi wilder sabrina remain charm romant comedi
4,great disturb horror cronenberg
4,absolut must see cult classic horror sci fi fan alik
1,cronenberg ob make human insid visibl begin
2,qualiti film invent alway first order bad becaus mr cronenberg doe seem director writer style
4,excel cronenberg horror flick
4,gener select bonu featur includ vintag element like trailer made almost entir explod head scene hand radio spot 1981 talk show appear cronenberg discus hi work point
2.5,assum schatzberg white want somehow ennobl max lionel sentiment
3,never realli find groov
3,live picaresqu tale two buddi struggl surviv
5,compassion buddi film two lost forgotten soul still dream better life great unsung film hackman pacino fan must seek
5,embora siga clarament padro estabelecido por obra como easi rider e perdido na noit isto imped film de se estabelec como um tocant estudo de personagen especialment graa dinmica brilhant entr hackman e pacino
4,strong detail itiner life allow plot take back seat charact
5,thi jewel american cinema
3,thi lost classic pacino hackman superfan could lot lot wors
4,poignant tale lost soul golden age u cinema
3,pictur blue collar america film credibl compassion
4,hollywood movi rare spoken tough tender truth
5,one hawk undisput masterpiec landmark screen depict gangster
5,potent uncompromis de romantic portrait gangster life
5,quintessenti classic gangster pictur
5,quintessenti crime thriller one perfect film
5,atmospher mesmeris darkli humour sizzl script cast thi true classic genr
5,greatest gangster movi 1930 mean greatest ever
4,one delight version
4,love even better henri winkler version
3,even scroog fingernail dirti think dicken intend equat greed unwash hand probabl would object
4,thank veri much thi perenni holiday delight
4,thi music scroog great kid
2,overli made albert finney star thi adapt dicken tale give impress happier somewher palpabl phoney shepperton set
5,curtiz flynn apex
5,top notch swashbuckl adventur
5,swashbuckl heaven
5,drama com excelent atua especialment de niven e kerr vida separada possui roteiro enxuto que extrai mximo de sua galeria de personagen pattico que buscam dignidad
4,veri strong controversi 1958 drama star hayworth kerr
